position_name,company_name,salary,work_city,work_exp,education,company_size,company_type,industry,position_url,job_summary,welfare,salary_count
增长方案专家—外卖方向/供应链财税方向,北京三快在线科技有限公司,面议,上海,3-5年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40672864809.htm,美团餐饮系统为餐饮企业提供一站式IT解决方案，帮助餐饮商户实现从供应链管理、生产管理、前厅管理到外卖的数字化经营。美团餐饮系统不仅打通了餐厅和平台，更帮助餐厅连接客人，让商户更了解顾客需求，在帮助商户做商业决策的同时给顾客带来更好的消费体验。我们持续建设和提升产研、销售、服务的核心能力，通过全新升级的美团餐饮系统一体化软硬件产品，助力餐饮商户进行线上化经营，帮助商户在推广新店、提升效率、降低成本、...,,
品类运营经理,上海天籍信息科技有限公司,8千-1.6万,上海,3-5年,本科,20-99人,民营,互联网,http://www.zhaopin.com/jobdetail/CC384061710J40458749313.htm,任职要求：1. 对所负责品类的分销额负责；1. 新产品的引进，包括但不限于供应商选择、品类选择等；2. 了解行业趋势，分析行业用户，产品等，并结合行业情况制定品类策略；3. 产品数据包的监管；4. 策划、组织、执行品类宣传活动；5. 公司及领导交办的其他事情任职要求：1. 3-5年品类管理，类目运营经验；2. 本科及以上学历，硕士、党员优先；3. 有好奇心，有钻研精神；4. 语言表达能力和沟通能力...,,
Senior Marketing Manager,亿思知识产权代理(北京)有限公司,2万-4万,上海,3-5年,本科,300-499人,港澳台公司,专利/商标/知识产权,http://www.zhaopin.com/jobdetail/CCL1485233000J40681692801.htm,汇报对象：市场总监Marketing Director岗位职责：1、 根据企业发展战略目标制定品牌建设及市场运营方案，并根据市场运营目标运营维护公司社交媒体平台及中文网站；2、 撰写符合公司品牌形象的原创文章，包括但不限于行业资讯、案例分析、活动推广等；3、 策划并落实线上/线下推广活动、培训，提高用户互动率和参与度，增加粉丝数量和用户粘性；4、 根据业务团队的需求进行调整和完善中英文宣传资料；5...,,
服装供应链总监,上海嘟嘟家科技集团有限公司,3万-6万,上海,5-10年,本科,100-299人,,零售/批发,http://www.zhaopin.com/jobdetail/CCL1407668430J40863238204.htm,职位描述：1、负责组织制定公司供应链策略，协调各产品供应资源的整合；2、负责生产的精细化管理包但不限于根据不同工厂的产能、质量等情况落实到各个服装加工厂；3、监督工厂的生产计划的执行，合同调度各项生产任务及各种工作标准、质量把关，确保大货按质按量如期完成；4、负责工期的确认，管控各环节的费用，降低产能消耗；5、及时解决和处理生产过程中发生、发现的各种问题，确保交期；6、负责部门的团队管理及与各衔接...,,
搜索产品专家-上海,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40672949209.htm,美团平台为用户的基础产品体验负责，还承担了美团的用户增长、市场和品牌营销、前端技术基础设施建设以及多条业务线的产品设计职责，建立了融合文字、图片、视频和直播等不同形式的內容生态系统，同时整合地图服务部、客户服务和体验部、企业业务部、网约车业务部等部门，致力于用科技提升美团数亿消费者、近千万商家、骑手、司机和团长的服务体验。美团平台拥有高并发、多业务的复杂场景，为技术深度优化提供了最佳实践可能。这里...,,
面料开发生产专家,上海颐美纺织服装辅料有限公司,1.2万-2万,上海,5-10年,中技,20-99人,民营,贸易/进出口,http://www.zhaopin.com/jobdetail/CC146081550J40463999701.htm,一、岗位职责1.根据客户提供的面料信息迅速、准确地 询样/开发。2.根据公司发展方向草拟年度面料新品开发和常规面种开发及优化计划；3.面料工艺、成份配比做分析，包括纱支规格、经纬密度、成份比例、克重组织、用纱量、捻向/捻度、后整理工艺等；4.收集掌握国内外面料流行趋势，实时了解国外市场动向及流行趋势，定期提供报告；5.负责面料合理性分析，大货可行性风险评估，供应商产能需求及实际状况评估，开发面料优...,"周末双休,法定节假日,五险一金,下午茶,定期团建,绩效奖金,全勤奖,带薪假期,带薪旅游",
【小语种】产品营销专员/应届毕业生,英创人才服务(上海)有限公司,6千-9千,上海,经验不限,本科,100-299人,合资,人力资源服务,http://www.zhaopin.com/jobdetail/CC143661450J40590902913.htm,"毕业时间：2025年语言：意大利语、法语之一Base：上海/武汉岗位职责： 1、负责所在市场的网站产品页面管理,如产品上下架,专题页上新,核心功能测试,日常BUG走查等 2、负责针对本地价值品类和解决方案,制定产品和解决方案的运营推广计划,包含方案策划、预算、宣发物料输出、发布及推广效果的评估与反馈 3、负责文章的策划与写作,结合文章数据表现对已发布的文章进行优化调整,提升SEO效果 4、负责 L...",,
面料研发主管,上海毅特纺织有限公司,1万-2万,上海,5-10年,本科,20-99人,民营,耐用消费品,http://www.zhaopin.com/jobdetail/CC131133730J40181801413.htm,职位描述：针对欧美时尚面料市场，带领3-4人团队，通过对目标市场调研，挖掘潮流趋势，运用新材料、新工艺和新花色，主导每季的主题策划，从小样到大样的生产实施，每年12-15个系列，每个系列12-15个新品种，树立和巩固公司在产品方面的竞争优势。 1、新产品的系列研发； 2、产品工艺技术的创新和改良：降低产品成本，提高公司产品技术的稳定性和先进性。 3、做好来样分析工作、提供技术支持和培训； 4、负责...,"五险一金,体检福利,周末双休,有餐补,交通补助,通讯补助,带薪假期,提成",13薪
面料研发经理,上海鹤丰针织印染服饰有限公司,1万-1.2万,上海,5-10年,高中,500-999人,,纺织业/服饰产品加工制造,http://www.zhaopin.com/jobdetail/CC200715610J40533512911.htm,1、掌握熟悉各类针织面料的性能特点、纱线支数，根据客户需求随时开发提供功能性面料。2、了解面料市场信息，有广泛的供应商资源。3、能分析当今流行时尚面料，对客户要求或业务员提出新型面料及时开发提供和反馈。,五险一金,
生态策略运营专家,北京三快在线科技有限公司,面议,上海,1-3年,本科,1000-9999人,上市公司,互联网,http://www.zhaopin.com/jobdetail/CC383625320J40645712709.htm,大众点评作为国内重要的本地生活消费决策参考平台，多年来深耕本地生活消费领域，深受广大用户的信任和喜爱。我们的业务覆盖了吃喝玩乐游购娱等生活场景，通过极具辨识度和公信力的”星级“和”评价“产品，为数亿用户提供了全面、可信的消费决策依据。为更好满足用户探索城市的需求，大众点评在原有星级和评价的基础上，以信息流产品形式，助力用户发现更多好去处。大量优秀年轻同学的加入，为我们的团队注入了澎湃活力。我们相信...,,
功能性面料开发总监,上海颐美纺织服装辅料有限公司,1.5万-2.5万,上海,5-10年,大专,20-99人,民营,贸易/进出口,http://www.zhaopin.com/jobdetail/CC146081550J40664784301.htm,1) 根据客户提供的面料信息迅速、准确地 询样/开发。2) 根据流行趋势推出下一年度、季度面料新品开发和样册；3) 面料工艺、成份配比做分析，包括纱支规格、经纬密度、成份比例、克重组织、用纱量、捻向/捻度、后整理工艺等；4) 负责面料合理性分析，大货可行性风险评估，供应商产能需求及实际状况评估，开发面料优质供应商；5) 负责领导交办的其他工作事项。2. 任职要求1) 语言能力：具有较强的语言沟通能...,"五险一金,绩效奖金,周末双休,定期团建",
工艺器件专家 (MJ000248),兆易创新科技集团股份有限公司,面议,上海,10年以上,本科,1000-9999人,上市公司,电子/半导体/集成电路,http://www.zhaopin.com/jobdetail/CC133175200J40540051007.htm,岗位职责：1、支撑公司所有晶圆工艺及器件开发计划；2、对公司晶圆工艺问题提供有效的解决方案；3、跟踪全球新工艺及器件的进展，为公司提供新的发展方向选择。任职资格：1、本科及以上学历；2、至少5年及以上晶圆厂工艺整合及工艺开发经验；3、有先进存储器或先进逻辑制造及开发经验；4、发表过VLSI/IEDM/ISSCC论文。,,
B站广告投放运营主管,广东钰顺数字科技有限公司,1.4万-1.8万,上海,3-5年,本科,100-299人,民营,人力资源服务,http://www.zhaopin.com/jobdetail/CCL1419120480J40646153516.htm,岗位职责：1、负责头部3C品牌客户客户的信息流媒体投放及统筹工作，以B站渠道为主，头条和广点通业务为辅；2、根据投放推广策略，搭建和操作推广账户；监控实时成交等数据，对广告投放效果负责；3、熟练使用媒体工具达到控本提效的目的；4、研究和监控竞争对手的做法和媒体的变化，及时提出调整方案。任职要求：1、本科以上学历，2年以上B站媒体投放经验，有品牌+效果广告经验优先；2、具备良好的数据分析能力和优化能...,,
大模型算法工程师,上海金轩数字科技有限公司,1.8万-2.5万,上海,3-5年,本科,20-99人,民营,计算机软件,http://www.zhaopin.com/jobdetail/CC886863660J40801638615.htm,一、岗位职责：1、负责大模型的研究以及在金融场景下的应用，包括但不限于LLM、SFT、Agent/MultiAgent、 Tool Learning、RAG、RLHF等技术探索，研究前沿模型训练和优化方法；2、根据金融的业务场景需求设计微调方案、适配算法和调优工程方案；3、参与金融行业的大模型语料知识库建设和训练语料优化，知识图谱、知识FAQ、知识增强大模型等基础算法方向；4、研究和跟踪前沿技术发...,,
产品经理（数字化营销经理）,上海快序生物科技有限公司,1.6万-2.2万,上海,1-3年,硕士,20-99人,民营,生物工程,http://www.zhaopin.com/jobdetail/CCL1318411020J40640433311.htm,岗位职责：负责线上渠道（包括但不限于社交媒体、搜索引擎、电子邮件等）策划和实施数字化营销活动，提升品牌知名度和市场份额；分析市场趋势、竞争对手和目标客户群体，优化线上营销策略；管理和优化公司的官方网站和社交媒体账户，确保内容的更新和一致性；管理内外部合作伙伴的沟通与协作，确保关键营销目标的达成；具备数据分析能力，能够深层次研究问题，提出建设性建议；兼顾线下品牌推广活动的执行如参加展会，自主举办学术...,,
Sr Product Analyst – Digital Customer Experience,维益烘焙产品(天津)有限公司,2万-2.5万,上海,5-10年,本科,500-999人,外商独资,快速消费品,http://www.zhaopin.com/jobdetail/CC404862610J40663062414.htm,"Reports To:Senior Manager, IT Product Management, Digital Customer ExperienceKey Responsibilities: Responsibilities• Cooperate with Enterprise Digital Demand Creation team and regional/local BU digita...",,
